Ensembl_Gene_ID	Chromosome_Name	Gene_Start_bp	Gene_End_bp	HGNC_ID	HGNC_symbol
ENSG00000206471	CHR_HSCHR6_MHC_MCF_CTG1	29456962	29464109	HGNC:8252	OR2H1
ENSG00000254119	8	61785047	61944180		
ENSG00000097046	1	91500893	91525764	HGNC:1745	CDC7
ENSG00000250183	4	119937557	119963898		
ENSG00000223716	9	38360427	38376430		
ENSG00000232098	19	58404238	58408484		
ENSG00000172531	11	67398183	67421183	HGNC:9281	PPP1CA
ENSG00000232578	5	94592771	94594791		
ENSG00000233729	2	132915557	132931494		
ENSG00000226520	1	158025550	158031166	HGNC:41412	KIRREL-IT1
ENSG00000236722	3	58511310	58511676		
ENSG00000082512	1	211326615	211374946	HGNC:12035	TRAF5
ENSG00000228405	CHR_HSCHR6_MHC_COX_CTG1	32126831	32129264	HGNC:10068	RNF5
ENSG00000228035	1	115283034	115368072		
ENSG00000115904	2	38981396	39124345	HGNC:11187	SOS1
ENSG00000238042	1	221880981	221978523		
ENSG00000223646	7	112622378	112708080		
ENSG00000144580	2	218568580	218597080	HGNC:10445	RQCD1
ENSG00000168077	8	27633868	27676776	HGNC:19000	SCARA3
ENSG00000234315	1	45069977	45070429	HGNC:42867	OSTCP5
ENSG00000110079	11	60280541	60308972	HGNC:13371	MS4A4A
ENSG00000259302	15	84505463	84505495		
ENSG00000249404	5	23013048	23014527		
ENSG00000234648	14	98973314	98973471		
ENSG00000165724	9	137582079	137590490	HGNC:21146	ZMYND19
ENSG00000232679	1	222041705	222064763		
ENSG00000134259	1	115285918	115338236	HGNC:7808	NGF
ENSG00000085511	6	160991727	161117385	HGNC:6856	MAP3K4
ENSG00000225878	Y	4801685	4802848	HGNC:23967	SERBP1P2
ENSG00000274756	17	36574462	36575325		
ENSG00000104903	19	13099033	13103161	HGNC:6734	LYL1
ENSG00000268912	19	58428632	58431148		
ENSG00000144028	2	96274336	96305515	HGNC:30859	SNRNP200
ENSG00000271174	3	66622760	66623102		
ENSG00000232377	2	143937073	143964156		
ENSG00000223766	CHR_HSCHR6_MHC_MANN_CTG1	30601522	30608359	HGNC:21149	PRR3
ENSG00000250144	4	135045464	135046850		
ENSG00000224375	7	134684144	134687990		
ENSG00000270450	2	97372532	97372835	HGNC:37489	IGKV2OR2-7D
ENSG00000251416	4	177686673	177691068		
ENSG00000165097	6	18155329	18223853	HGNC:21577	KDM1B
ENSG00000258759	14	67799004	67799609		
ENSG00000231870	17	30567700	30571748	HGNC:33697	KRT17P3
ENSG00000122359	10	80150889	80205572	HGNC:535	ANXA11
ENSG00000166313	11	6395124	6419414	HGNC:18335	TIGD4
ENSG00000166313	11	6395124	6419414	HGNC:581	APBB1
ENSG00000230373	15	84507885	84516814	HGNC:30472	GOLGA6L5P
ENSG00000213722	6	31727038	31730617	HGNC:2716	DDAH2
ENSG00000267526	17	60063004	60064782		
ENSG00000239513	3	137771949	137780878	HGNC:49642	LINC01210
ENSG00000171827	19	37467585	37488652	HGNC:26416	ZNF570
ENSG00000138678	4	83535914	83605875	HGNC:28157	AGPAT9
ENSG00000260238	1	156212982	156243332	HGNC:42953	PMF1-BGLAP
ENSG00000183665	8	124450820	124462150	HGNC:26091	TRMT12
ENSG00000183833	3	119703022	119767102	HGNC:24010	MAATS1
ENSG00000166889	11	59636716	59668980	HGNC:26721	PATL1
ENSG00000214560	3	66637149	66637412	HGNC:36765	RPL21P41
ENSG00000248170	5	85237681	85238074		
ENSG00000250801	5	175972611	175985856		
ENSG00000196296	16	28878405	28904509	HGNC:811	ATP2A1
ENSG00000110717	11	68030617	68036644	HGNC:7715	NDUFS8
ENSG00000231189	2	223498773	223504611		
ENSG00000229335	X	115840964	115843050		
ENSG00000223639	CHR_HSCHR6_MHC_SSTO_CTG1	31721342	31730525	HGNC:2062	CLIC1
ENSG00000224222	10	69994626	70007836		
ENSG00000234389	2	102438713	102440475		
ENSG00000270287	1	226411615	226412135		
ENSG00000137770	15	44427234	44529038	HGNC:26936	CTDSPL2
ENSG00000234722	7	153399920	153413963	HGNC:50351	LINC01287
ENSG00000261409	X	108719949	108724944		
ENSG00000130513	19	18374731	18389176	HGNC:30142	GDF15
ENSG00000170647	11	100991989	100993941	HGNC:24033	TMEM133
ENSG00000096080	6	43671303	43687791	HGNC:14515	MRPS18A
ENSG00000258223	7	142252143	142258058	HGNC:39125	PRSS58
ENSG00000261476	16	75458252	75460017		
ENSG00000183856	1	156525405	156572604	HGNC:20669	IQGAP3
ENSG00000237863	X	108736011	108738903		
ENSG00000135334	6	87675072	87702209	HGNC:21407	AKIRIN2
ENSG00000275470	CHR_HSCHR19_4_CTG3_1	54452738	54456970	HGNC:40705	LENG8-AS1
ENSG00000176771	2	132671799	133568463	HGNC:29847	NCKAP5
ENSG00000255051	11	83132056	83134737	HGNC:39594	BCAS2P1
ENSG00000239413	12	101424441	101424691	HGNC:35716	RPS27P23
ENSG00000091262	16	16148928	16223522	HGNC:57	ABCC6
ENSG00000241464	19	18285343	18285495	HGNC:36935	RPL39P38
ENSG00000277531	19	46424697	46425237		
ENSG00000116212	1	53946077	53968168	HGNC:28792	LRRC42
ENSG00000163359	2	237324003	237414375	HGNC:2213	COL6A3
ENSG00000196427	1	108223341	108244081	HGNC:26550	NBPF4
ENSG00000230537	9	91104957	91107304		
ENSG00000242029	3	109648107	109810861		
ENSG00000250596	4	174523701	174540344		
ENSG00000174718	12	31959370	31993107	HGNC:25559	KIAA1551
ENSG00000236151	20	24142590	24144386		
ENSG00000137124	9	38392664	38398661	HGNC:407	ALDH1B1
ENSG00000250392	4	119939540	119964293		
ENSG00000234259	5	119680197	119681080		
ENSG00000187191	Y	24763069	24813492	HGNC:15965	DAZ3
ENSG00000259580	15	39770559	39801333		
ENSG00000253825	4	120035033	120040615		
ENSG00000254840	11	50307681	50361706		
ENSG00000269419	19	16712317	16712434		
ENSG00000164845	12	8232512	8242948	HGNC:42357	FAM86FP
ENSG00000262648	7	74741457	74742121		
ENSG00000135625	2	73290929	73293705	HGNC:3241	EGR4
ENSG00000257711	12	106680758	106684700		
ENSG00000175398	12	55636860	55637854	HGNC:15378	OR10P1
ENSG00000175398	12	55636860	55637854	HGNC:14177	HAGHL
ENSG00000100429	22	50245183	50251405	HGNC:18128	HDAC10
ENSG00000261440	16	34135736	34136792		
ENSG00000260938	1	178480607	178481206		
ENSG00000236436	2	20859771	20861661		
ENSG00000255206	8	68082204	68095081		
ENSG00000126945	X	101408295	101414133	HGNC:5042	HNRNPH2
ENSG00000178836	2	233754305	233755345		
ENSG00000203325	1	32052291	32073474		
ENSG00000204428	6	31676684	31684040	HGNC:13932	LY6G5C
ENSG00000242267	1	48096092	48182428	HGNC:33993	SKINTL
ENSG00000259432	15	39813223	39815429		
ENSG00000180053	8	23702451	23706598	HGNC:32940	NKX2-6
ENSG00000254051	8	68176768	68177221		
ENSG00000023228	2	206114817	206159603	HGNC:7707	NDUFS1
ENSG00000257545	12	106495958	106774918		
ENSG00000183853	1	157993273	158100262	HGNC:15734	KIRREL
ENSG00000169249	X	15790472	15823260	HGNC:23019	ZRSR2
ENSG00000186272	19	57411163	57421939	HGNC:12958	ZNF17
ENSG00000186272	19	57411163	57421939	HGNC:4235	GFAP
ENSG00000114854	3	52451102	52454070	HGNC:11943	TNNC1
ENSG00000261136	15	39782571	39785617		
ENSG00000232194	1	167820406	167821224		
ENSG00000165490	11	82899975	82958277	HGNC:26351	DDIAS
ENSG00000169203	16	29483642	29505999		
ENSG00000225406	2	185547135	185547818		
ENSG00000249252	4	15004942	15427914		
ENSG00000250762	1	167819898	167820248		
ENSG00000232613	2	65030727	65053017		
ENSG00000237845	1	235942553	235943805		
ENSG00000196628	18	55222331	55664787	HGNC:11634	TCF4
ENSG00000140950	16	84476421	84554033	HGNC:29325	TLDC1
ENSG00000231874	Y	9869664	9870781	HGNC:37725	TSPY18P
ENSG00000236921	9	22203990	22214672		
ENSG00000270469	18	14053951	14054761		
ENSG00000271249	3	109701456	109702218		
ENSG00000188585	1	178495896	178499634	HGNC:34521	LINC00083
ENSG00000224510	13	48134358	48134534	HGNC:42652	POLR2KP2
ENSG00000072134	17	19215615	19336715	HGNC:18639	EPN2
ENSG00000256025	12	2220537	2223479	HGNC:40116	CACNA1C-AS4
ENSG00000166211	12	101475421	101486997	HGNC:29549	SPIC
ENSG00000225361	9	135462727	135480777	HGNC:48717	PPP1R26-AS1
ENSG00000267363	19	36379351	36380912		
ENSG00000222038	2	130611481	130658091	HGNC:37094	POTEJ
ENSG00000051596	5	175917873	176034680	HGNC:19072	THOC3
ENSG00000102385	X	101219769	101264497	HGNC:3032	DRP2
ENSG00000236540	22	20062980	20070543		
ENSG00000277791	17	38752736	38764231	HGNC:9540	PSMB3
ENSG00000167881	17	76038775	76072653	HGNC:11302	SRP68
ENSG00000214380	3	109915976	109916940		
ENSG00000100307	22	39120167	39152674	HGNC:1557	CBX7
ENSG00000228515	CHR_HSCHR6_MHC_DBB_CTG1	29486696	29487832	HGNC:13961	MAS1L
ENSG00000111328	12	123260971	123272334	HGNC:14002	CDK2AP1
ENSG00000256271	12	2668500	2672220	HGNC:40118	CACNA1C-AS2
ENSG00000229965	1	226438564	226439344		
ENSG00000132170	3	12287368	12434356	HGNC:9236	PPARG
ENSG00000095932	19	3473986	3480542	HGNC:37244	SMIM24
ENSG00000135519	12	49539157	49558308	HGNC:6252	KCNH3
ENSG00000213859	17	7351889	7354944	HGNC:21302	KCTD11
ENSG00000253657	8	108572643	108573174		
ENSG00000184076	22	29767369	29770413	HGNC:30863	UQCR10
ENSG00000076356	1	208022242	208244320	HGNC:9100	PLXNA2
ENSG00000211727	7	142492132	142492673	HGNC:12240	TRBV7-6
ENSG00000250286	17	50537294	50538754		
ENSG00000258154	14	105112690	105112864		
ENSG00000224116	7	41693916	41779388	HGNC:40303	INHBA-AS1
ENSG00000258907	12	55654558	55655168		
ENSG00000225191	1	103926567	103927806		
ENSG00000227613	1	222261833	222262796	HGNC:43668	QRSL1P2
ENSG00000251504	4	177729638	177907936	HGNC:49222	LINC01099
ENSG00000240224	2	233712992	233773299	HGNC:12537	UGT1A5
ENSG00000176399	9	22446841	22455740	HGNC:13826	DMRTA1
ENSG00000272480	1	147482238	147482628	HGNC:31242	OR13Z3P
ENSG00000147677	8	116642130	116766925	HGNC:3273	EIF3H
ENSG00000230894	9	116568449	116586328		
ENSG00000262006	17	50909637	50910232		
ENSG00000245832	11	81879851	82718082		
ENSG00000272837	12	55646195	55646663	HGNC:31235	OR10AE3P
ENSG00000146476	6	151452258	151470101	HGNC:17872	C6orf211
ENSG00000271825	2	177300600	177302006		
ENSG00000229105	9	116504283	116562293		
ENSG00000261146	3	137791973	137796678		
ENSG00000273065	14	50039145	50089195		
ENSG00000112494	6	167271169	167316019	HGNC:12570	UNC93A
ENSG00000273307	14	50041643	50089175		
ENSG00000267298	19	56311928	56312486		
ENSG00000267081	19	30850975	30872507		
ENSG00000164616	5	135930317	135951591	HGNC:13600	FBXL21
ENSG00000198087	6	47477789	47627263	HGNC:14258	CD2AP
ENSG00000258921	12	55638912	55659795		
ENSG00000184831	X	23833353	23907934	HGNC:28727	APOO
ENSG00000253548	3	191461163	191461456	HGNC:33512	PYDC2
ENSG00000196118	16	30757423	30762710	HGNC:28078	C16orf93
ENSG00000242477	5	86884231	86884881		
ENSG00000176243	3	96776945	96777683	HGNC:42387	CDV3P1
ENSG00000226973	1	115471941	115476027		
ENSG00000257927	12	43054089	43054386	HGNC:29775	MRPS36P5
ENSG00000267549	19	56314703	56341287		
ENSG00000226365	CHR_HSCHR6_MHC_MANN_CTG1	29464128	29469338	HGNC:18796	UBDP1
ENSG00000256223	12	133130575	133159465	HGNC:12879	ZNF10
ENSG00000168394	6	32845209	32853978	HGNC:43	TAP1
ENSG00000230101	7	134734898	134735129	HGNC:42181	TUBB3P2
ENSG00000253703	14	106703852	106704146	HGNC:5557	IGHV1-68
ENSG00000165164	X	35919734	35990152	HGNC:28546	CXorf22
ENSG00000229667	X	90289536	90289903	HGNC:44894	UBE2V1P9
ENSG00000171649	19	57578456	57593777	HGNC:33104	ZIK1
ENSG00000214900	14	49981712	50007520	HGNC:27503	C14orf182
ENSG00000274468	1	115479428	115481572		
ENSG00000121775	1	32072031	32102866	HGNC:25510	TMEM39B
ENSG00000223812	3	191557324	191590356		
ENSG00000242810	3	151475804	151476174	HGNC:44533	MRPL42P6
ENSG00000180089	19	55226639	55229264	HGNC:28448	TMEM86B
ENSG00000115827	2	171434217	171485052	HGNC:25784	DCAF17
ENSG00000140406	15	81000944	81005788	HGNC:13519	MESDC1
ENSG00000267459	19	56377037	56377792		
ENSG00000211973	14	106714684	106715181	HGNC:5558	IGHV1-69
ENSG00000046774	X	142202345	142205290	HGNC:13574	MAGEC2
ENSG00000274685	10	133374736	133374869		
ENSG00000253946	5	165905126	165905608		
ENSG00000254887	19	42132555	42137099		
ENSG00000206062	X	91307781	91308878		
ENSG00000237046	CHR_HSCHR6_MHC_MANN_CTG1	30181237	30193864	HGNC:18736	TRIM40
ENSG00000120054	10	100042193	100081877	HGNC:2312	CPN1
ENSG00000228607	11	113779747	113780500	HGNC:37218	CLDN25
ENSG00000223769	CHR_HSCHR6_MHC_DBB_CTG1	29489201	29489606	HGNC:13982	RPS17P1
ENSG00000176720	2	241558721	241574138	HGNC:1087	BOK
ENSG00000211728	7	142500028	142500534	HGNC:12223	TRBV5-6
ENSG00000135597	6	138903493	138988261	HGNC:15578	REPS1
ENSG00000232102	13	23765934	23766104	HGNC:39681	MTCO3P2
ENSG00000114686	3	131462212	131502983	HGNC:10379	MRPL3
ENSG00000227544	7	35715034	35734887		
ENSG00000242119	3	151499639	151499806		
ENSG00000229101	1	115556826	115557475	HGNC:38156	TCEB1P20
ENSG00000241151	3	151637174	151657966		
ENSG00000179142	8	142910559	142917843	HGNC:2592	CYP11B2
ENSG00000111644	12	6638075	6647460	HGNC:17195	ACRBP
ENSG00000101986	X	153724868	153744762	HGNC:61	ABCD1
ENSG00000117407	1	43933320	43937241	HGNC:727	ARTN
ENSG00000128581	7	101313367	101321823	HGNC:21895	IFT22
ENSG00000234235	2	241544403	241558977	HGNC:35125	BOK-AS1
ENSG00000266202	17	27798806	27893365		
ENSG00000254163	5	156704058	156739812		
ENSG00000235319	2	105324210	105330529		
ENSG00000152433	19	57363477	57379565	HGNC:26432	ZNF547
ENSG00000172113	3	48293264	48301685	HGNC:20567	NME6
ENSG00000273113	2	241581922	241582726		
ENSG00000133657	3	194402672	194498364	HGNC:24113	ATP13A3
ENSG00000163584	3	170864875	170870483	HGNC:27610	RPL22L1
ENSG00000236731	1	157629939	157630728		
ENSG00000225691	CHR_HSCHR6_MHC_MCF_CTG1	31345885	31349256	HGNC:4933	HLA-C
ENSG00000271573	10	87027184	87027477		
ENSG00000233712	1	157636300	157640301		
ENSG00000018607	2	132309309	132318736	HGNC:33228	ZNF806
ENSG00000196456	7	150368790	150412470	HGNC:28501	ZNF775
ENSG00000254387	8	93849561	93850075		
ENSG00000168916	5	124636913	124748807	HGNC:29238	ZNF608
ENSG00000165879	10	97319267	97321915	HGNC:3944	FRAT1
ENSG00000263520	17	65457541	65458408		
ENSG00000223353	1	245123471	245124450		
ENSG00000131781	1	147175351	147243050	HGNC:3773	FMO5
ENSG00000152082	2	130181737	130190729	HGNC:25886	MZT2B
ENSG00000225928	10	84454679	84456056	HGNC:45122	CACYBPP1
ENSG00000183479	X	153444720	153470587	HGNC:12270	TREX2
ENSG00000242908	3	151751443	151928175	HGNC:50301	AADACL2-AS1
ENSG00000278346	17	40380666	40381838		
ENSG00000224305	CHR_HSCHR6_MHC_COX_CTG1	32679790	32687227	HGNC:4945	HLA-DQB2
ENSG00000274220	16	75433836	75436392		
ENSG00000147256	X	131058242	131089883	HGNC:26388	ARHGAP36
ENSG00000257918	12	106714924	106733066		
ENSG00000260087	16	34139189	34139543	HGNC:38805	PCMTD1P2
ENSG00000229291	1	235957879	235971825		
ENSG00000261783	16	75379818	75381260		
ENSG00000272195	1	244969350	244971088		
ENSG00000269848	4	49524030	49524185		
ENSG00000277170	16	4426902	4427380		
ENSG00000277982	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	54877123	54893917	HGNC:6339	KIR3DL2
ENSG00000182013	19	46466491	46471563	HGNC:25578	PNMAL1
ENSG00000233489	7	153449429	153449875	HGNC:50352	PAXBP1P1
ENSG00000236857	9	18717974	18718526	HGNC:49780	RAP1BP1
ENSG00000269179	19	49909501	49958391		
ENSG00000040933	2	98444854	98594390	HGNC:6074	INPP4A
ENSG00000271443	2	38535258	38536249		
ENSG00000259999	16	75321890	75325048		
ENSG00000259436	19	42152569	42157523		
ENSG00000197953	3	151733916	151761339	HGNC:24427	AADACL2
ENSG00000276449	19	57449689	57453011		
ENSG00000269586	X	135881063	135889086	HGNC:33270	CT45A5
ENSG00000119138	9	70384597	70414624	HGNC:1123	KLF9
ENSG00000273090	2	36513255	36513732		
ENSG00000243038	14	50052857	50053569		
ENSG00000235123	21	40383083	40385358	HGNC:40197	DSCAM-AS1
ENSG00000138735	4	119494395	119628991	HGNC:8784	PDE5A
ENSG00000198586	2	170990823	171231314	HGNC:11841	TLK1
ENSG00000229152	13	110894639	110899172	HGNC:39891	ANKRD10-IT1
ENSG00000250884	4	9483718	9484702	HGNC:14692	OR7E85P
ENSG00000131848	19	56219670	56368383	HGNC:23710	ZSCAN5A
ENSG00000214078	20	35626031	35664956	HGNC:2314	CPNE1
ENSG00000269533	19	57389884	57419994		
ENSG00000170624	5	155870344	156767788	HGNC:22943	NLRP4
ENSG00000170624	5	155870344	156767788	HGNC:10807	SGCD
ENSG00000277930	Y	4993858	4999650		
ENSG00000229300	CHR_HSCHR6_MHC_DBB_CTG1	31816794	31821951	HGNC:19078	C6orf48
ENSG00000198829	3	151873643	151884619	HGNC:4542	SUCNR1
ENSG00000030110	6	33572547	33580293	HGNC:949	BAK1
ENSG00000114251	3	55465715	55489945	HGNC:12784	WNT5A
ENSG00000145882	5	149358007	149369653	HGNC:28477	PCYOX1L
ENSG00000179981	18	75210755	75289950	HGNC:10669	TSHZ1
ENSG00000196428	3	150408335	150466431	HGNC:29095	TSC22D2
ENSG00000084676	2	24491914	24770702	HGNC:7668	NCOA1
ENSG00000213172	1	40364766	40365183		
ENSG00000049283	17	50532543	50543750	HGNC:18235	EPN3
ENSG00000236525	2	102433957	102435340		
ENSG00000235802	X	153969325	153970087	HGNC:40273	HCFC1-AS1
ENSG00000242097	3	151759747	151762011		
ENSG00000255870	11	113789242	113790027		
ENSG00000205456	16	32252719	32255922	HGNC:44657	TP53TG3D
ENSG00000259175	15	80554609	80562944		
ENSG00000253851	8	103228425	103229314		
ENSG00000229955	22	38387918	38388857		
ENSG00000251596	4	165404067	165406350	HGNC:4802	HADHAP1
ENSG00000229749	17	16853935	16854309	HGNC:2086	COTL1P1
ENSG00000072121	14	67727374	67816590	HGNC:20761	ZFYVE26
ENSG00000271148	8	49906863	49907446		
ENSG00000256167	11	113789231	113791366	HGNC:787	ATF4P4
ENSG00000250929	8	103121032	103132966	HGNC:25533	LINC01181
ENSG00000143994	2	27123789	27130812	HGNC:17553	ABHD1
ENSG00000224245	9	94496275	94512879		
ENSG00000272855	1	76636877	76637339		
ENSG00000226147	1	52994726	52996026	HGNC:42344	TUBBP10
ENSG00000046889	8	67952118	68237030	HGNC:22950	PREX2
ENSG00000164823	8	89901859	89927888	HGNC:1355	OSGIN2
ENSG00000226415	1	76699789	76700538	HGNC:35449	TPI1P1
ENSG00000120697	13	36949775	37000261	HGNC:20266	ALG5
ENSG00000237279	1	52943536	52943930		
ENSG00000114771	3	151814037	151828488	HGNC:17	AADAC
ENSG00000148606	10	77969251	78029545	HGNC:30074	POLR3A
ENSG00000168676	16	67289428	67326763	HGNC:24753	KCTD19
ENSG00000237552	1	76758124	76779267		
ENSG00000150938	2	36355926	36551135	HGNC:2359	CRIM1
ENSG00000116209	1	54031663	54053504	HGNC:1239	TMEM59
ENSG00000216917	6	131780721	131781312		
ENSG00000234623	CHR_HSCHR6_MHC_DBB_CTG1	29656933	29672325	HGNC:7197	MOG
ENSG00000150667	15	39600031	39782830	HGNC:21674	FSIP1
ENSG00000225215	11	107403404	107404589	HGNC:39731	SMARCE1P1
ENSG00000219559	6	110562175	110562615		
ENSG00000257687	12	42627008	42627137		
ENSG00000155974	12	66347431	66804186	HGNC:18708	GRIP1
ENSG00000197580	11	112175467	112224699	HGNC:18503	BCO2
ENSG00000260620	16	51054728	51056399		
ENSG00000259496	15	69803316	69804046		
ENSG00000197724	9	93576407	93679587	HGNC:8920	PHF2
ENSG00000226056	X	102799942	102801399	HGNC:42219	MTND4P32
ENSG00000230133	20	24199767	24224588		
ENSG00000116747	1	193059422	193091777	HGNC:11313	TROVE2
ENSG00000240409	1	633535	633741	HGNC:44571	MTATP8P1
ENSG00000175664	13	30932703	30975502	HGNC:28622	TEX26
ENSG00000233944	Y	25393154	25394056	HGNC:38536	LINC00265-3P
ENSG00000248527	1	633696	634376	HGNC:44575	MTATP6P1
ENSG00000253630	5	157747504	157747707		
ENSG00000258929	14	50007313	50041229		
ENSG00000241057	7	43961590	43973325		
ENSG00000251624	4	9493736	9498066	HGNC:44036	UNC93B7
ENSG00000229980	17	50866679	50909737	HGNC:44340	TOB1-AS1
ENSG00000228786	Y	25378300	25394719	HGNC:38800	LINC00266-4P
ENSG00000256817	12	9155881	9156372	HGNC:49303	TPT1P12
ENSG00000198744	1	634376	634922		
ENSG00000275285	20	38378825	38383179		
ENSG00000231423	Y	23956569	23960218	HGNC:38109	RAB9AP5
ENSG00000184465	6	169457212	169702048	HGNC:21248	WDR27
ENSG00000188211	11	17351726	17377341	HGNC:42400	NCR3LG1
ENSG00000261012	2	20999313	21000917		
ENSG00000107771	10	84328586	84518521	HGNC:29197	CCSER2
ENSG00000068097	17	60043194	60078931	HGNC:24076	HEATR6
ENSG00000214484	2	73370019	73370892		
ENSG00000112796	6	46159187	46170971	HGNC:13717	ENPP5
ENSG00000233652	Y	25388992	25391811	HGNC:23936	CICP1
ENSG00000165698	9	132878027	132890201	HGNC:1367	C9orf9
ENSG00000230021	1	601436	724707		
ENSG00000213606	10	67750284	67751225	HGNC:45062	AKR1B10P1
ENSG00000130414	2	239892450	240025402	HGNC:7684	NDUFA10
ENSG00000232200	20	24297585	24318086		
ENSG00000115607	2	102418689	102452565	HGNC:5989	IL18RAP
ENSG00000268834	19	14891895	14892804	HGNC:8364	OR7A1P
ENSG00000223546	X	102769161	102885406	HGNC:44263	LINC00630
ENSG00000237492	1	247974741	247975653	HGNC:15015	OR2L9P
ENSG00000251649	4	126070708	126072004		
ENSG00000257405	12	42636815	42637111		
ENSG00000270934	6	110598093	110598705		
ENSG00000213963	2	177283508	177392691		
ENSG00000224963	X	153485856	153487088		
ENSG00000259309	15	69820756	69822856		
ENSG00000198612	2	237085312	237100466	HGNC:24335	COPS8
ENSG00000266311	17	19164209	19174436		
ENSG00000151726	4	184755595	184826818	HGNC:3569	ACSL1
ENSG00000135966	2	105264391	105330034	HGNC:16836	TGFBRAP1
ENSG00000105063	19	55229780	55258995	HGNC:29195	PPP6R1
ENSG00000169914	1	19882513	19912945	HGNC:29038	OTUD3
ENSG00000261460	15	72278867	72351794		
ENSG00000228128	CHR_HSCHR6_MHC_SSTO_CTG1	31717799	31721378	HGNC:2716	DDAH2
ENSG00000257510	12	42615503	42646498		
ENSG00000049656	5	1317744	1345099	HGNC:24308	CLPTM1L
ENSG00000128973	15	68206992	68257211	HGNC:2077	CLN6
ENSG00000229257	9	137057663	137062461		
ENSG00000231171	4	177728757	177990750	HGNC:27731	LINC01098
ENSG00000261987	17	19166896	19169668	HGNC:39199	KYNUP1
ENSG00000261316	19	30907199	30909155		
ENSG00000196071	1	247937191	248100922	HGNC:19578	OR2L13
ENSG00000155858	5	157743695	157760709	HGNC:30860	LSM11
ENSG00000241478	3	137880295	137882237	HGNC:44924	HSPA8P9
ENSG00000273025	15	72266746	72319946		
ENSG00000233459	2	203634577	203636016		
ENSG00000261831	1	179926641	179941796		
ENSG00000261282	16	51107571	51108021	HGNC:45135	SOD1P2
ENSG00000169957	16	30524001	30526821	HGNC:26273	ZNF768
ENSG00000171320	8	27771949	27812640	HGNC:27230	ESCO2
ENSG00000136960	8	119557086	119673453	HGNC:3357	ENPP2
ENSG00000230294	12	131347470	131367555		
ENSG00000251005	4	126106139	126106923		
ENSG00000108771	17	42101404	42112733	HGNC:29517	DHX58
ENSG00000186193	9	137062124	137070588	HGNC:28055	SAPCD2
ENSG00000203666	1	244969705	245127164	HGNC:28166	EFCAB2
ENSG00000197067	1	248083634	248084596	HGNC:31254	OR2T32P
ENSG00000267751	19	567212	572228		
ENSG00000013503	12	106357658	106510198	HGNC:30348	POLR3B
ENSG00000205863	13	23891099	23902655	HGNC:34072	C1QTNF9B
ENSG00000260360	1	179953184	179954440		
ENSG00000244300	3	128489212	128502348		
ENSG00000166073	15	39799023	39920892	HGNC:32370	GPR176
ENSG00000225302	10	116828761	116850205		
ENSG00000261511	7	99820018	99820086		
ENSG00000244246	Y	7913422	7914090	HGNC:38406	ZNF736P8Y
ENSG00000230957	CHR_HSCHR6_MHC_MANN_CTG1	29474557	29475603	HGNC:33448	MAS1LP1
ENSG00000251246	1	155063748	155086807		
ENSG00000141232	17	50862223	50867978	HGNC:11979	TOB1
ENSG00000236230	1	222089169	222387434		
ENSG00000198830	1	26472450	26475972	HGNC:4986	HMGN2
ENSG00000226191	1	247936061	247937513	HGNC:49786	CLK3P2
ENSG00000265614	17	34331862	34332228		
ENSG00000103479	16	53433977	53491649	HGNC:9894	RBL2
ENSG00000232859	17	27878314	27894752	HGNC:27314	LYRM9
ENSG00000256484	12	131366660	131371059		
ENSG00000177770	1	226493188	226493489	HGNC:39854	CDKN2AIPNLP1
ENSG00000233113	CHR_HSCHR6_MHC_QBL_CTG1	29800376	29801172	HGNC:21395	RPL7AP7
ENSG00000247081	8	103156990	103298772	HGNC:50461	BAALC-AS1
ENSG00000226643	1	222452738	222454705		
ENSG00000137142	9	38408994	38424447	HGNC:20081	IGFBPL1
ENSG00000263503	17	45600869	45602340		
ENSG00000181061	3	42757177	42804531	HGNC:29527	HIGD1A
ENSG00000248240	5	43515274	43525310		
ENSG00000234418	7	122216347	122218437		
ENSG00000233031	2	203672175	203672423		
ENSG00000267643	18	12200779	12201979		
ENSG00000197454	1	248021948	248022886	HGNC:15011	OR2L5
ENSG00000271996	2	177306373	177310572		
ENSG00000259691	15	73143236	73143518	HGNC:3715	FKBP1AP2
ENSG00000231494	2	231559903	231560364		
ENSG00000249855	5	43495073	43496454	HGNC:37892	EEF1A1P19
ENSG00000229543	10	78293842	78301003		
ENSG00000112309	6	70856679	70957038	HGNC:922	B3GAT2
ENSG00000126838	12	9148840	9208370	HGNC:9750	PZP
ENSG00000255995	11	93991346	93991429	HGNC:5162	HPRTP4
ENSG00000213302	7	122234531	122234903		
ENSG00000248554	5	43511058	43521811		
ENSG00000225138	5	473236	480884		
ENSG00000251381	11	12962510	12989548	HGNC:48671	LINC00958
ENSG00000224227	1	247990267	247991204	HGNC:8265	OR2L1P
ENSG00000261758	3	136752630	136755780		
ENSG00000253534	7	142507382	142507810	HGNC:12233	TRBV6-8
ENSG00000228174	9	97512706	97517836		
ENSG00000223968	3	27624202	27624456		
ENSG00000237178	2	177344443	177344836		
ENSG00000224607	2	89968867	89969335	HGNC:5751	IGKV1D-27
ENSG00000228884	2	231585864	231586327		
ENSG00000249492	5	43483959	43509356		
ENSG00000153363	1	211382803	211435333	HGNC:28227	LINC00467
ENSG00000268967	4	49548564	49548855		
ENSG00000180019	7	112446164	112446375		
